Problem	QI	Algo	Alg1	Alg2
RALIC	GS	PAES	PAES	SPEA2
RALIC	ED	SPEA2	PAES	SPEA2
RALIC	PFS	SPEA2	PAES	SPEA2
RALIC	C	ND	PAES	SPEA2
WORD	HV	MOCell	MOCell	NSGA-II
WORD	IGD	MOCell	MOCell	NSGA-II
WORD	EP	MOCell	MOCell	NSGA-II
WORD	GD	NSGA-II	MOCell	NSGA-II
WORD	GS	NSGA-II	MOCell	NSGA-II
WORD	ED	NSGA-II	MOCell	NSGA-II
WORD	PFS	ND	MOCell	NSGA-II
WORD	C	ND	MOCell	NSGA-II
WORD	HV	MOCell	MOCell	PAES
WORD	IGD	PAES	MOCell	PAES
WORD	EP	PAES	MOCell	PAES
WORD	GD	MOCell	MOCell	PAES
WORD	GS	PAES	MOCell	PAES
WORD	ED	PAES	MOCell	PAES
WORD	PFS	ND	MOCell	PAES
WORD	C	ND	MOCell	PAES
WORD	HV	ND	MOCell	SPEA2
WORD	IGD	MOCell	MOCell	SPEA2
WORD	EP	MOCell	MOCell	SPEA2
WORD	GD	MOCell	MOCell	SPEA2
WORD	GS	MOCell	MOCell	SPEA2
WORD	ED	ND	MOCell	SPEA2
WORD	PFS	ND	MOCell	SPEA2
WORD	C	ND	MOCell	SPEA2
WORD	HV	NSGA-II	NSGA-II	PAES
WORD	IGD	PAES	NSGA-II	PAES
WORD	EP	PAES	NSGA-II	PAES
WORD	GD	NSGA-II	NSGA-II	PAES
WORD	GS	PAES	NSGA-II	PAES
WORD	ED	ND	NSGA-II	PAES
WORD	PFS	ND	NSGA-II	PAES
WORD	C	ND	NSGA-II	PAES
WORD	HV	SPEA2	NSGA-II	SPEA2
WORD	IGD	NSGA-II	NSGA-II	SPEA2
WORD	EP	ND	NSGA-II	SPEA2
WORD	GD	NSGA-II	NSGA-II	SPEA2
WORD	GS	NSGA-II	NSGA-II	SPEA2
WORD	ED	NSGA-II	NSGA-II	SPEA2
WORD	PFS	ND	NSGA-II	SPEA2
WORD	C	ND	NSGA-II	SPEA2
WORD	HV	SPEA2	PAES	SPEA2
WORD	IGD	PAES	PAES	SPEA2
WORD	EP	PAES	PAES	SPEA2
WORD	GD	SPEA2	PAES	SPEA2
WORD	GS	PAES	PAES	SPEA2
WORD	ED	PAES	PAES	SPEA2
WORD	PFS	ND	PAES	SPEA2
WORD	C	ND	PAES	SPEA2
NRL	HV	NSGA-II	MOCell	NSGA-II
NRL	IGD	MOCell	MOCell	NSGA-II
NRL	EP	MOCell	MOCell	NSGA-II
NRL	GD	MOCell	MOCell	NSGA-II
NRL	GS	NSGA-II	MOCell	NSGA-II
NRL	ED	ND	MOCell	NSGA-II
NRL	PFS	ND	MOCell	NSGA-II
NRL	C	ND	MOCell	NSGA-II
NRL	HV	MOCell	MOCell	PAES
NRL	IGD	PAES	MOCell	PAES
NRL	EP	PAES	MOCell	PAES
NRL	GD	MOCell	MOCell	PAES
NRL	GS	PAES	MOCell	PAES
NRL	ED	ND	MOCell	PAES
NRL	PFS	ND	MOCell	PAES
NRL	C	ND	MOCell	PAES
NRL	HV	SPEA2	MOCell	SPEA2
NRL	IGD	MOCell	MOCell	SPEA2
NRL	EP	MOCell	MOCell	SPEA2
NRL	GD	MOCell	MOCell	SPEA2
NRL	GS	MOCell	MOCell	SPEA2
NRL	ED	ND	MOCell	SPEA2
NRL	PFS	ND	MOCell	SPEA2
NRL	C	ND	MOCell	SPEA2
NRL	HV	NSGA-II	NSGA-II	PAES
NRL	IGD	PAES	NSGA-II	PAES
NRL	EP	PAES	NSGA-II	PAES
NRL	GD	NSGA-II	NSGA-II	PAES
NRL	GS	PAES	NSGA-II	PAES
NRL	ED	ND	NSGA-II	PAES
NRL	PFS	ND	NSGA-II	PAES
NRL	C	ND	NSGA-II	PAES
NRL	HV	SPEA2	NSGA-II	SPEA2
NRL	IGD	ND	NSGA-II	SPEA2
NRL	EP	NSGA-II	NSGA-II	SPEA2
NRL	GD	NSGA-II	NSGA-II	SPEA2
NRL	GS	NSGA-II	NSGA-II	SPEA2
NRL	ED	ND	NSGA-II	SPEA2
NRL	PFS	ND	NSGA-II	SPEA2
NRL	C	ND	NSGA-II	SPEA2
NRL	HV	SPEA2	PAES	SPEA2
NRL	IGD	PAES	PAES	SPEA2
NRL	EP	PAES	PAES	SPEA2
NRL	GD	PAES	PAES	SPEA2
NRL	GS	PAES	PAES	SPEA2
NRL	ED	ND	PAES	SPEA2
NRL	PFS	ND	PAES	SPEA2
NRL	C	ND	PAES	SPEA2
